Unnamed: 0.1,Unnamed: 0,plural,male,female,title,male_eng,female_eng,male_cnt,female_cnt,total
334,706,Берхс?,Берхс,Берхс,2,berkhs,berkhs,0,0,0
335,708,Берсеньевы,Берсеньев,Берсеньева,2,bersenev,berseneva,3003,4856,7859
336,710,Бертенштейн-де-Клавские,Бертенштейн-де-Клавский,Бертенштейн-де-Клавская,3,bertenshteyn-de-klavsky,bertenshteyn-de-klavskaya,0,0,0
337,711,Бертенштейн-Деклавские,Бертенштейн-Деклавский,Бертенштейн-Деклавская,3,bertenshteyn-deklavsky,bertenshteyn-deklavskaya,0,0,0
338,712,Берх,Берх,Берх,2,berkh,berkh,215,215,215
339,713,Бестужевы,Бестужев,Бестужева,2,bestuzhev,bestuzheva,842,1335,2177
340,715,Бестужев-Рюмин,Бестужев-Рюмин,Бестужева-Рюмина,2,bestuzhev-rjumin,bestuzheva-rjumina,0,0,0
341,716,Бесчастнов,Бесчастнов,Бесчастнова,2,beschastnov,beschastnova,596,735,1331
342,717,Бехтеевы,Бехтеев,Бехтеева,6,bekhteev,bekhteeva,18,7,25
343,718,Бешенцов,Бешенцов,Бешенцова,6,beshentsov,beshentsova,0,0,0
344,719,Бешенцев,Бешенцев,Бешенцева,6,beshentsev,beshentseva,403,324,727
345,720,Бибарсов,Бибарсов,Бибарсова,5,bibarsov,bibarsova,415,334,749
346,721,Бибиковы,Бибиков,Бибикова,2,bibikov,bibikova,3633,3504,7137
347,731,Бизюкины,Бизюкин,Бизюкина,3,bizjukin,bizjukina,0,0,0
348,732,Биллевич,Биллевич,Биллевич,6,billevich,billevich,6,6,6
349,733,Бильдеман,Бильдеман,Бильдеман,2,bildeman,bildeman,0,0,0
350,734,Бильрот,Бильрот,Бильрот,2,bilrot,bilrot,3,3,3
351,735,Биндеман,Биндеман,Биндеман,2,bindeman,bindeman,15,15,15
352,736,Биппен,Биппен,Биппен,2,bippen,bippen,0,0,0
353,737,Бирилевы,Бирилев,Бирилева,2,birilev,birileva,2,0,2
354,739,Бирюлевы,Бирюлев,Бирюлева,2,birjulev,birjuleva,0,0,0
355,741,Биркели,Биркели,Биркели,3,birkeli,birkeli,1,1,1
356,743,Биркель,Биркель,Биркель,3,birkel,birkel,17,17,17
357,745,Бистром,Бистром,Бистром,2,bistrom,bistrom,0,0,0
358,746,Блаватские,Блаватский,Блаватская,3,blavatsky,blavatskaya,13,67,80
359,747,Благинины,Благинин,Благинина,2,blaginin,blaginina,1141,1189,2330
360,749,Благовещенские,Благовещенский,Благовещенская,3,blagoveschensky,blagoveschenskaya,191,158,349
361,751,Благово,Благово,Благово,2,blagovo,blagovo,6,6,6
362,754,Благой,Благой,Благая,2,blagoy,blagaya,131,117,248
363,755,Благие;,Благие,Благие,2,blagie,blagie,0,0,0
364,756,Благаго,Благаго,Благаго,2,blagago,blagago,0,0,0
365,757,Бландовы,Бландов,Бландова,3,blandov,blandova,40,19,59
366,758,Бланк,Бланк,Бланк,3,blank,blank,993,993,993
367,760,Блашнин,Блашнин,Блашнина,2,blashnin,blashnina,3,0,3
368,761,Блидин,Блидин,Блидина,3,blidin,blidina,3,6,9
369,762,Блимнеры,Блимнер,Блимнер,3,blimner,blimner,0,0,0
370,764,Бминнер,Бминнер,Бминнер,3,bminner,bminner,0,0,0
371,765,Блиновы,Блинов,Блинова,2,blinov,blinova,28296,28122,56418
372,766,Блогов,Блогов,Блогова,3,blogov,blogova,18,10,28
373,767,Блонштейн,Блонштейн,Блонштейн,3,blonshteyn,blonshteyn,1,1,1
374,768,Блохины,Блохин,Блохина,6,blokhin,blokhina,12869,13395,26264
375,769,Блахины,Блахин,Блахина,6,blakhin,blakhina,25,23,48
376,770,Блудовы,Блудов,Блудова,6,bludov,bludova,1146,725,1871
377,771,Блументали,Блументали,Блументали,3,blumentali,blumentali,0,0,0
378,772,Блументаль,Блументаль,Блументаль,3,blumental,blumental,12,12,12
379,773,Блюм,Блюм,Блюм,3,bljum,bljum,0,0,0
380,774,Блюмер,Блюмер,Блюмер,2,bljumer,bljumer,0,0,0
381,775,Блязовы,Блязов,Блязова,3,blyazov,blyazova,0,0,0
382,776,Блзовы,Блзов,Блзова,3,blzov,blzova,0,0,0
383,777,Бляхов,Бляхов,Бляхова,3,blyakhov,blyakhova,21,9,30
384,781,Бобринские,Бобринский,Бобринская,5,bobrinsky,bobrinskaya,153,121,274
385,782,Бобрищев,Бобрищев,Бобрищева,3,bobrischev,bobrischeva,4,5,9
386,783,Бобрищевы-Пушкины,Бобрищев-Пушкин,Бобрищева-Пушкина,4,bobrischev-pushkin,bobrischeva-pushkina,0,0,0
387,785,Бобровы,Бобров,Боброва,2,bobrov,bobrova,28256,32240,60496
388,789,Бабровы,Бабров,Баброва,2,babrov,babrova,99,88,187
389,793,Бобровницкие,Бобровницкий,Бобровницкая,3,bobrovnitsky,bobrovnitskaya,7,25,32
390,794,Бобылевы,Бобылев,Бобылева,3,bobylev,bobyleva,8033,8636,16669
391,795,Бове,Бове,Бове,1,bove,bove,38,38,38
392,799,Богаевские,Богаевский,Богаевская,6,bogaevsky,bogaevskaya,272,276,548
393,800,Богалдины,Богалдин,Богалдина,3,bogaldin,bogaldina,0,0,0
394,801,Богалдин-Таишевы,Богалдин-Таишев,Богалдина-Таишева,6,bogaldin-taishev,bogaldina-taisheva,0,0,0
395,802,Б.-Темшев,Б.-Темшев,Б.-Темшева,6,b.-temshev,b.-temsheva,0,0,0
396,803,Богатовы,Богатов,Богатова,2,bogatov,bogatova,7393,7874,15267
397,804,Богатыревы,Богатырев,Богатырева,2,bogatyrev,bogatyreva,10041,10164,20205
398,805,Богдановы,Богданов,Богданова,1,bogdanov,bogdanova,84428,98053,182481
399,822,Багданов,Багданов,Багданова,3,bagdanov,bagdanova,1415,845,2260
400,823,Богдзевич,Богдзевич,Богдзевич,6,bogdzevich,bogdzevich,22,22,22
401,824,Богенгардт,Богенгардт,Богенгардт,2,bogengardt,bogengardt,0,0,0
402,825,Богенгард,Богенгард,Богенгард,2,bogengard,bogengard,0,0,0
403,826,Боголеповы,Боголепов,Боголепова,3,bogolepov,bogolepova,666,811,1477
404,830,Боголюбовы,Боголюбов,Боголюбова,1,bogoljubov,bogoljubova,0,0,0
405,834,Боголюбские,Боголюбский,Боголюбская,3,bogoljubsky,bogoljubskaya,0,0,0
406,835,Боголюдские,Боголюдский,Боголюдская,3,bogoljudsky,bogoljudskaya,0,0,0
407,836,Боголюдов,Боголюдов,Боголюдова,3,bogoljudov,bogoljudova,0,0,0
408,837,Богомоловы,Богомолов,Богомолова,2,bogomolov,bogomolova,18628,19650,38278
409,840,Богомеевы?,Богомеевы,Богомеевы,2,bogomeevy,bogomeevy,0,0,0
410,843,Богородские,Богородский,Богородская,2,bogorodsky,bogorodskaya,546,672,1218
411,846,Богославские,Богославский,Богославская,3,bogoslavsky,bogoslavskaya,1494,1144,2638
412,849,Богословские,Богословский,Богословская,2,bogoslovsky,bogoslovskaya,1558,2106,3664
413,855,Богоявленские,Богоявленский,Богоявленская,3,bogoyavlensky,bogoyavlenskaya,538,758,1296
414,856,Богуславские,Богуславский,Богуславская,3,boguslavsky,boguslavskaya,788,951,1739
415,857,Боде,Боде,Боде,3,bode,bode,32,32,32
416,859,Бодиско,Бодиско,Бодиско,3,bodisko,bodisko,7,7,7
417,860,Бойко,Бойко,Бойко,2,boyko,boyko,85392,85392,85392
418,861,Бокард,Бокард,Бокард,2,bokard,bokard,0,0,0
419,862,Боковы,Боков,Бокова,2,bokov,bokova,12737,9856,22593
420,863,Болговские,Болговский,Болговская,2,bolgovsky,bolgovskaya,0,1,1
421,866,Бологовские,Бологовский,Бологовская,2,bologovsky,bologovskaya,4,2,6
422,869,Болкошин,Болкошин,Болкошина,6,bolkoshin,bolkoshina,0,0,0
423,870,Болкашин,Болкашин,Болкашина,6,bolkashin,bolkashina,0,0,0
424,873,Болотин,Болотин,Болотина,3,bolotin,bolotina,3387,3413,6800
425,874,Болотов,Болотов,Болотова,6,bolotov,bolotova,14255,13899,28154
426,875,Болховитины,Болховитин,Болховитина,3,bolkhovitin,bolkhovitina,325,367,692
427,876,Больман,Больман,Больман,3,bolman,bolman,7,7,7
428,877,Фон-Бонценталь,Фон-Бонценталь,Фон-Бонценталь,3,fon-bontsental,fon-bontsental,0,0,0
429,878,Большевы,Большев,Большева,6,bolshev,bolsheva,281,340,621
430,879,Большие,Больший,Большая,3,bolshy,bolshaya,0,222,222
431,881,Бом,Бом,Бом,2,bom,bom,6,6,6
432,882,Бонины,Бонин,Бонина,2,bonin,bonina,282,323,605
433,883,Боргман,Боргман,Боргман,3,borgman,borgman,4,4,4
434,884,Борде,Борде,Борде,3,borde,borde,2,2,2
435,885,Борденав,Борденав,Борденав,1,bordenav,bordenav,0,0,0
436,888,Борденов,Борденов,Борденова,1,bordenov,bordenova,2,7,9
437,891,Борденоу,Борденоу,Борденоу,1,bordenou,bordenou,0,0,0
438,894,Борденау,Борденау,Борденау,1,bordenau,bordenau,0,0,0
439,897,Борзовы,Борзов,Борзова,1,borzov,borzova,5261,4005,9266
440,898,Борисовы,Борисов,Борисова,2,borisov,borisova,119232,137971,257203
441,908,Борматовы,Борматов,Борматова,2,bormatov,bormatova,132,143,275
442,909,Боровиков,Боровиков,Боровикова,3,borovikov,borovikova,7310,10474,17784
443,910,Боровитиновы,Боровитинов,Боровитинова,2,borovitinov,borovitinova,23,0,23
444,911,Бородины,Бородин,Бородина,2,borodin,borodina,35187,45543,80730
445,914,Бороздины,Бороздин,Бороздина,2,borozdin,borozdina,3559,3070,6629
446,918,Борос,Борос,Борос,3,boros,boros,7,7,7
447,919,Бортфельды,Бортфельд,Бортфельд,2,bortfeld,bortfeld,0,0,0
448,921,Боруцкие,Боруцкий,Боруцкая,1,borutsky,borutskaya,13,47,60
449,922,Борщовы,Борщов,Борщова,3,borschov,borschova,78,76,154
450,923,Бочечкаровы,Бочечкаров,Бочечкарова,2,bochechkarov,bochechkarova,0,0,0
451,925,Богечкаровы,Богечкаров,Богечкарова,2,bogechkarov,bogechkarova,0,0,0
452,927,Бояркины,Бояркин,Бояркина,3,boyarkin,boyarkina,6364,6042,12406
453,928,Боярский,Боярский,Боярская,3,boyarsky,boyarskaya,2020,3007,5027
454,929,Бражниковы,Бражников,Бражникова,2,brazhnikov,brazhnikova,5895,8480,14375
455,931,Брандорф,Брандорф,Брандорф,3,brandorf,brandorf,7,7,7
456,932,Брандштетер,Брандштетер,Брандштетер,3,brandshteter,brandshteter,0,0,0
457,933,Брасс,Брасс,Брасс,2,brass,brass,2,2,2
458,935,Брауншвейг,Брауншвейг,Брауншвейг,2,braunshveyg,braunshveyg,5,5,5
459,936,Бреверн,Бреверн,Бреверн,3,brevern,brevern,8,8,8
460,937,Бредихины,Бредихин,Бредихина,3,bredikhin,bredikhina,4519,4386,8905
461,940,Бреннер,Бреннер,Бреннер,3,brenner,brenner,227,227,227
462,941,Бретшнейдеры,Бретшнейдер,Бретшнейдер,1,bretshneyder,bretshneyder,0,0,0
463,947,Брещинские,Брещинский,Брещинская,6,breschinsky,breschinskaya,0,0,0
464,949,Бридаль,Бридаль,Бридаль,3,bridal,bridal,0,0,0
465,950,Бридель,Бридель,Бридель,3,bridel,bridel,51,51,51
466,951,Бридилл,Бридилл,Бридилл,3,bridill,bridill,0,0,0
467,952,Бриль,Бриль,Бриль,3,bril,bril,1015,1015,1015
468,953,Брин,Брин,Брина,3,brin,brina,275,0,275
469,955,Фон-Брина,Фон-Брина,Фон-Брина,3,fon-brina,fon-brina,0,0,0
470,957,Броккер,Броккер,Броккер,3,brokker,brokker,2,2,2
471,958,Брокер,Брокер,Брокер,3,broker,broker,0,0,0
472,959,Броневский,Броневский,Броневская,6,bronevsky,bronevskaya,12,83,95
473,960,Броссе,Броссе,Броссе,2,brosse,brosse,2,2,2
474,962,Бруннер,Бруннер,Бруннер,3,brunner,brunner,7087,7087,7087
475,963,Бруханские,Бруханский,Бруханская,3,brukhansky,brukhanskaya,20,10,30
476,964,Брушлинский,Брушлинский,Брушлинская,2,brushlinsky,brushlinskaya,4,8,12
477,965,Брызгаловы,Брызгалов,Брызгалова,1,bryzgalov,bryzgalova,4063,4425,8488
478,968,Брыкины,Брыкин,Брыкина,3,brykin,brykina,1276,1387,2663
479,972,Брюзгины,Брюзгин,Брюзгина,1,brjuzgin,brjuzgina,0,0,0
